source,description,category,fname,BE_Classification,arousal,valence,dominance,dynamics_rms_mean,dynamics_rms_std,rhythm_attacktime_mean,rhythm_tempo_mean,rhythm_tempo_std,rhythm_pulseclarity_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,spectral_centroid_mean,spectral_centroid_std,spectral_brightness_mean,spectral_brightness_std,spectral_spread_mean,spectral_spread_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_flatness_mean,spectral_flatness_std,spectral_novelty_mean,spectral_novelty_std,spectral_roughness_mean,spectral_irregularity_mean,spectral_inharmonicity_mean,spectral_mfcc_mean_1,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_std_1,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,pitch_pitch_mean,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std,tonal_hcdf_mean,tonal_hcdf_std,emotional_intensity,emotional_quadrant
Expanded,LightMusic24,Music,1,H,4.181818182,6.545454545,5.73,-0.08281972918169275,-0.47316706947411835,-0.08640913281737474,-0.45235469916027415,-1.359922923473348,-0.2475183043587958,-0.2256966297822665,-0.07890528791989447,2.0999695081928107,0.5716872808952468,0.9666791561316754,-0.1648419028220048,2.8567980967598205,-0.5637338839033839,-1.3044478176198624,-1.0474009876651864,-1.0435246643264586,-0.8287077969882848,2.385114304560195,-0.36903168077122417,2.746754825888116,0.23867540234126744,1.3308872091997246,0.2926629634924708,2.460953531051082,0.9623352815906802,-0.28660579284602394,-0.2333646813768088,-0.43612695678801394,2.103592764380275,0.5313587734699271,-0.5512231901803815,0.8065927754603989,-0.05677821763623313,0.48050751625974397,-0.19572340051702022,0.05765730551326864,0.04357295921306653,0.11323476262994168,-0.25308210600383285,0.541096911943571,0.021873506535858202,0.26436656087439214,0.4895136760595649,-0.712274901939115,-0.7164486814508444,-0.5933909917074832,-0.6105500744585327,-0.33925103271897566,-0.147325939937999,1.4704591960511806,1.1465113149314967,0.8634735944792233,1.4831864235156555,0.5160503153746752,0.7271208425118161,0.49737576504846837,-0.08142585877774491,-1.2851135461692857,-0.40549599505885964,-0.6940657174644229,-0.29290563610370657,-0.2136757348613074,-0.7455848560155512,0.2238857817091052,0.1255329405705729,-0.5136973765257425,-0.7011434214346483,2.1560193788373727,4
Expanded,Sci-Fi4,Sound Effect,2,F,6.181818182,3.227272727,3.55,-0.3216999588921464,-0.5441798677406176,-0.26676663177256843,-0.2571381554949047,0.8957177731044056,-0.5423263449174264,0.07841413791133008,-0.6843232952907646,-0.1205845595555215,-0.2603197647664817,0.8136564959092693,0.8239230527504566,-1.0478817592382321,-0.349868140163425,0.37736687981852246,0.9269582610739728,0.4987004166312487,0.5365038204837013,-0.5967124633698088,-0.19301086692057037,-0.3700724899017509,-0.3208956741247622,0.2499101109479538,-0.25296326695960664,-0.667533467928446,-0.6357120702619695,-0.3499406562307425,-0.3069000973724698,-0.07047784135933921,-0.13785927307226348,0.6927826515242732,-0.4050668680114734,-1.463138605572705,-0.4346736989932096,-0.17405266915487203,-0.22263590740215958,-0.22352241485845148,-0.24876721816562317,0.03174820961815997,-0.22817043775030166,-0.21877326025465918,-0.3622459984481943,0.07488633867617085,0.11590212679374108,0.2898824903736985,-0.3179127985564058,0.5517695576620588,-0.20803871067840385,-0.09584032492965525,-0.3043218269416799,-0.2963382619555654,-0.5918343779519554,-0.36095978844671456,-0.21885655155212932,-0.42271593468323754,-0.5007430554111321,0.03126365667718487,0.01722870191057582,0.3168475570602053,0.06448419757940954,-0.4279029213916059,0.072305469927846,0.4935252139887415,-0.06392274236849119,0.3446761923171918,1.6739137717016095,0.5347356874999111,-0.7022167125791583,1.7267752894457558,2
Expanded,Suspense Thriller1,Sound Effect,3,FS,5.227272727,4.227272727,4.23,-0.44509034655730517,-0.5725593042992004,0.13616620475215727,0.5290438406779117,-0.5841628331806431,0.33998606735388126,1.1934867500473392,-0.15801335272779019,0.017008180097226593,-0.5482572188185766,0.7745827133299463,-0.014289214113440732,-0.6618445487078394,-0.8988079751048421,-0.2069446884104508,-0.08104097289799068,-0.16467856447639068,-0.29949310430649595,-0.36334885201001943,-0.4249297079454912,-0.13473429825954206,-0.6216391678857744,-0.13020307618035262,-0.6467687860459953,-0.6348323490626474,-0.7837444582479943,-0.5901980056034759,-0.8437715874117256,-0.4404884268705103,2.2950598611069535,-1.058080430140195,-0.6671480169494586,-0.1931386592682837,0.2755853846441654,-0.21850191598555527,-0.27812678240489863,-0.1789726181700179,-0.4798258530944418,0.4776065198847201,0.3689795761931281,0.2033496946522443,-0.5081477823362672,-0.9467366687026527,0.06784083440471803,-0.23228130618316803,-0.20655266465953717,0.12531549878040155,1.002055387142607,-0.31668785188898196,-0.23919535558416005,0.9292184722036436,-0.09289588633633004,1.1941031430728186,0.45306193488207436,-0.15064749293162794,0.349669773708627,-0.13313482367011445,-0.08082156350367219,-0.23453702233369003,-0.3774632352908353,-0.6101770468495112,-0.2083297820720938,-0.05374251721635875,0.1301664532216562,0.1727938017077921,-1.6440511701411875,-0.8903937398466227,-0.927889371914979,0.41140357148501383,2
Expanded,Suspense Thriller2,Sound Effect,0003_b,FS,5.5,4.5,4.86,-0.27535380043196056,-0.35395631409605927,-0.2053032435395726,-0.2312356794659348,0.8439626285229104,-0.29549097895943177,0.38252490560492663,-0.3808920149976376,0.09520561144664158,-0.49656587796258617,0.8159741555275918,-0.27957051143583955,-0.567679546660692,-0.38044958613584867,-0.3261675372242709,-0.5798546048025569,-0.2814637078173444,-0.5314531749673155,-0.3134217720776461,-0.6804544707749,-0.06413485955245365,-0.763955924741592,0.10069802363111642,-0.9653795375158495,-0.557290345694991,-0.444687850791427,0.2612585277652109,0.5043876984247487,-0.38732943424065336,1.3860449162474,-0.17212040051067368,-0.5732913928051125,-0.19934423416369074,0.2750033335451385,-0.5291626094488562,-0.3277889737107655,-0.3550071738943,-0.1897309490357642,0.7068704469374051,0.05346963141869039,-0.4236586530276023,-1.0471836973812267,-0.6532414462103304,-0.07465534790149014,-0.5629494871751579,-0.5174969597068949,-0.5707375706261358,0.05251919030001242,-0.2948120996641281,-0.45368491401789335,0.5572227273968912,0.1132247976502056,0.8157679064219522,0.16275038648982407,0.2496314440818728,0.31829035190930466,0.22016284687649282,-0.030981591375397733,-0.016818731583479518,-0.17862885928116431,-0.4273811495599748,-0.19068443734014523,1.1715932111357985,-1.093307930993433,-0.752649838422754,0.008549221774977847,-0.3436281993613498,-0.9787651316584319,0.34443150808516754,2
Expanded,HorrorFilm7,Sound Effect,4,F,6.541666667,4.208333333,3.88,-0.11296142347437668,-0.8879006453656857,0.005368777213795548,0.10163370978722941,-0.3139384224175223,0.09708585511172978,1.3962270591025583,0.033352395779314925,0.008192161476606636,-0.7114251261756125,0.7186038888514865,-0.7081200961752961,-0.649723570606282,-1.0684932934241527,-0.4018131619967696,-0.7529806306915037,-0.29508993347299056,-0.5360411808440565,-0.4002264444617894,-0.9937240209852396,0.05713074455553813,-0.6775009387963044,0.24773640399691926,-1.110585894322676,-0.6485827540350358,-0.8796142912407011,-0.5698237890942047,-0.5726528339405643,-0.3196405152192685,1.4979669819615882,0.3377796215119352,-0.4371084341055602,-0.1886359738991812,-0.014292310403002146,-0.062143927092297435,0.04187722767819551,-0.3616622767410065,0.2654018434627005,-0.10640463465463829,-0.12423933416457132,0.010531786159014782,0.23818501418334137,-0.30022836438862255,-0.9712698505357463,-0.7464698635207144,-0.7343474786311025,-0.5214565983144914,-0.17339586435977702,-0.242395668522214,-0.42500562520487994,-0.24724506271204955,0.2628975239929252,0.18046130884403094,-0.30046406918069263,-0.14595972345221672,0.01927089407213229,-0.47635855487792045,-0.19460748601500116,-1.4649195930311945,-0.017253905793339897,-0.856504149617841,-0.43729370026043274,-0.01955054994817549,-0.5736829767006185,1.4578510401038083,1.0969991051889436,-0.3505546985046947,-1.0568162712821416,1.4238154689833824,2
Expanded,HorrorFilm18,Sound Effect,6,F,5.181818182,3.772727273,4.36,-0.00914157751194356,-0.22864590606400612,-0.29071232284433746,0.05849309822216221,1.4567454986626518,-0.8750714125253857,-0.7325483147526176,0.9491571925445289,-0.6970560473859485,-0.13094972176299421,-0.5136892015918931,1.173635925497253,-1.0580389216862318,-0.484267073809146,1.0755268254659605,2.0149135242821723,1.3748702954045557,1.5837641248742234,-0.8997473754952121,-0.3282189902133367,-0.6657829733009458,-0.1860693858231019,-0.40649412452869604,0.24106326184614493,-0.7639490801149013,-0.7416631950551306,0.5047112971534732,0.7470575689852363,-0.44108397250323694,0.9510228598467779,-0.5444248586080985,0.724571780514893,-0.534105676877953,0.17972472260592637,0.03717992183175229,-0.17436010317327072,-0.06749997050735806,-0.09631816231169668,0.008269792303217558,-0.23496290681630425,-0.1010173181985468,-0.39343557747318675,-0.455475109543384,-0.8271746660415452,1.246436778249713,-0.20829758784143546,-0.20753548584081577,0.29212255547365945,0.8565642885962488,1.2259419803454965,0.8366521224502855,0.10678536401353646,-0.08304231388943838,0.563285825040692,0.6691464006833019,1.0918388467997837,0.5401771796415932,0.02466824817360272,-0.036025238634936355,-0.2924589354536384,-0.7268497253731502,-0.915231679643225,0.3758231463922938,-1.3136034028427788,-0.631071532512156,-1.7770006179333724,-1.2826903264633247,-1.192649183341438,0.863638440184572,3
Expanded,Suspense Thriller3,Sound Effect,7,F,5.44,3.16,3.24,-0.14151744487856682,-0.18408633825482854,-0.1817469132982389,-0.4995335200083272,1.627919143176385,-0.9738323742661021,-0.6311778561142404,0.4412762766199489,-0.5445679430754685,-0.4470550612769218,-0.18947799977248278,0.4805171169630732,-0.9602329921061499,-0.8241937047176454,0.42710538824873845,0.6987115664693242,0.5245402367390893,0.31300889082454497,-0.7172618918357975,-0.7659507477874279,-0.5053512343984635,-0.4040883113591823,-0.11602792788525244,-0.12926323257808506,-0.7232461679505287,-0.8085899644916945,0.4638809302883788,0.33672215351495105,-0.406776436813588,0.7723748578621452,-0.13705133819449497,0.28166564303107106,-0.3808728155349208,0.14951254314560494,-0.06127266525963038,-0.21575522928596078,-0.464974330426566,-0.06816396507812449,-0.1146224667460637,-0.3202978621088445,-0.21770656985742806,-0.3880331250495724,-0.6029688583998029,-0.852059295971958,0.17698858127686226,-0.3901074077591381,-0.5278662020281737,-0.27482508664384103,0.4243380093354897,0.3087845159046832,0.5891483223025566,0.04204553291976247,-0.03970617933780927,0.47751605710967354,1.0126305857453868,0.9242334253964913,0.4999840430606368,0.13427206370881087,0.17762781076631295,-0.45975621558153534,-0.7327243615808338,-0.7091863358987253,0.5976856925076764,-1.3519495954172331,-1.5697275707925078,-1.1334427237885023,-1.1922714322407417,-1.185839942801678,1.4984435471854867,2
Expanded,BGM1,Music,8,FS,5.36,5.44,4.36,-0.10634054369435007,-0.7742758876812842,-0.10223386942577956,-0.7916121149165474,-0.09889016925173183,0.47596004149092686,2.004448594489751,0.3040037301511684,0.6060861039736449,0.29956385102817923,0.45377455397828426,-0.01150873652918351,1.469055383105097,0.9525033685708425,-0.610738944255558,-0.6959119180378557,-0.7744454550913379,-0.6354472700773031,1.4638115837227546,1.1539312258891314,0.5635939812062768,0.5980669107856675,0.2539259424337649,-0.30719323825507044,0.7692681940742367,0.5454901257899625,0.6321184285418786,1.3310540789776841,-0.40969543058192165,2.4516449073704143,-0.6198337027244613,-0.37557676860402767,-0.11437548600596968,-0.3179977809850128,0.021856777219130857,-0.14399871435191675,0.6908749354448402,0.490329381455418,0.7480568872558173,0.160132647568822,0.0004254657727278207,0.17552723660455993,-0.014226413957789667,0.31603587608235617,-0.5296562153039269,-0.6180040270007775,-0.6209109637566262,-0.4384117076579021,-0.02327225685481066,0.4786368299248355,1.6340769761690623,1.6715603867725202,2.072950872188158,2.486469086541893,1.4217597082415687,-0.036320835368244174,1.7620570834338576,-0.25561349192975064,-0.9788981865653831,-0.031804966268772945,-0.7143342382968476,1.042046050177871,0.5996118981467213,-0.459707264427565,-1.2235991036661744,-1.0774152315313392,-0.8497440151443673,-1.126430638712531,0.8227446876290497,1
Expanded,TragedyBGM1,Sound Effect,9,FS,4.681818182,5.545454545,5.45,-0.0751417341426704,-0.5778670722226759,-0.27193956851977985,1.3990950663712503,1.2009176231181662,0.11725770780503801,1.8017082854345323,0.12500300602719766,0.010745845940367439,-0.49914349262268326,0.2953086579621416,-0.2270296575723442,0.200647836074795,-0.1500372940356322,-0.31387767216503915,-0.7932736406708616,-0.5280504347623178,-0.5781117617160625,0.21909474935474052,-0.031071827998956046,-0.06670054197878277,-0.5169594321792742,0.028753849925448584,-0.6758564739305808,-0.037482201586143016,-0.19281815726072338,-0.4228344683798643,-0.8805243065355255,-0.4108027352902157,2.0520654918146954,0.1813156588442571,-0.18609266704133215,-0.1663965992993023,-0.28797006106838957,0.060498675643794894,-0.25322185187682683,0.28328856342528397,0.42137771461680323,0.42464921635079933,0.11647233709035858,0.9317551361051316,0.6591850502699318,0.027008226066806414,0.5926809931397033,-0.724007181618303,-0.7075335717442024,-0.6480133004471961,-0.7306165853019727,-0.2944240351289686,-0.47316093743163734,1.1787815268492072,2.6246333197577676,0.10136797670149691,3.166098917123974,1.997369306146213,-0.49112760083709567,0.7617354312457254,-0.21008991461628068,-0.441304481284018,-0.00016208578747998637,-0.5764894984449501,0.670911989804832,0.03519730240385608,-0.8695415391579195,-0.5347664836128837,-0.20486076001057646,-0.7429939157343868,-1.0950060815962224,1.0384333420698175,4
Expanded,BGM2,Music,10,S,4.833333333,5.625,4.96,-0.33243802441773584,-0.570611695907925,-0.004393055034974494,1.1430191988761575,1.4880310595539818,0.7657737217117323,1.2948572086857166,0.2473774391862053,0.07643480948906588,0.14331951005457935,-0.1133502260065654,-0.5397994775380637,0.7515775420495804,1.8874247640702502,-0.2970713273855584,-0.290433699344416,-0.522192285899005,-0.31227624872265397,0.6678656999460706,1.8024228629176198,-0.0018690750432238314,0.23522677885096296,0.0874807800941006,-0.4740219587952525,0.23275395046622513,0.8296524733782502,0.5353545557639321,0.7468477247488033,-0.44461990853629224,2.2524314708240785,-0.0858722634996873,0.04930382865938615,0.03604502748301413,-0.1911546058480032,-0.12161419599533663,-0.2541554664137002,0.38079186549547234,-0.05501454983503931,-0.24643976703706594,-0.4500604643661675,0.07044393725094329,-0.3653266214651712,-0.23557297739166075,1.1912703764026724,-0.6396844602068636,-0.7219018838839385,-0.696938183663636,-0.5844479394157832,-0.33950604655636635,0.0794458968450952,-0.09091332541810328,0.11797351240966741,0.13812771254261405,1.6170781529157938,0.9211220925628152,-0.2997588753984091,0.47497022933738187,-0.33245587082059275,0.13799944423242907,-0.3283397231998854,-0.6386788390756628,0.017438264948679092,1.552843822356777,-0.38233398109955086,-3.233398805710711,0.7105779123506315,-0.5879187817606065,-1.0657457017057288,1.048888532835998,4
